,Date,Open,High,Low,Close,Volume,Single_Line,Whole_Paragraph
32,2013-02-19,7.472,7.858,7.462000000000001,7.856,13507000,0.0,0.0
33,2013-02-20,7.86,7.93,7.692,7.707999999999999,15610000,0.0,0.0
34,2013-02-21,7.297999999999999,7.478,6.9079999999999995,7.032,45189000,0.0,0.0
35,2013-02-22,7.144,7.278,7.12,7.222,12736500,0.0,0.0
36,2013-02-25,7.23,7.35,6.867999999999999,6.876,14447000,0.0,0.0
37,2013-02-26,6.892,6.992000000000001,6.76,6.886,13814500,0.0,0.0
38,2013-02-27,6.882000000000001,7.082000000000001,6.88,7.02,9796000,0.0,0.0
39,2013-02-28,7.178,7.22,6.874,6.966,9824500,0.0,0.0
40,2013-03-01,7.0,7.016,6.85,6.93,7733000,0.0,0.0
41,2013-03-04,6.954,7.166,6.94,7.1160000000000005,8788500,0.0,0.0
42,2013-03-05,7.2,7.3839999999999995,7.1579999999999995,7.33,10435000,0.0,0.0
43,2013-03-06,7.402,7.5760000000000005,7.394,7.537999999999999,5750000,0.0,0.0
44,2013-03-07,7.546,7.73,7.376,7.646,5791500,0.0,0.0
45,2013-03-08,7.612,7.888,7.472,7.694,4560500,0.0,0.0
46,2013-03-11,7.774,7.888,7.73,7.82,7897500,0.0,0.0
47,2013-03-12,7.78,7.876,7.77,7.824,6375500,0.0,0.0
48,2013-03-13,7.8,7.898,7.7620000000000005,7.796,4110000,0.0,0.0
49,2013-03-14,7.78,7.782,7.354,7.37,10105000,0.0,0.0
50,2013-03-15,7.327999999999999,7.33,7.042000000000001,7.058,16398000,0.0,0.0
51,2013-03-18,7.06,7.212000000000001,6.984,7.03,6580500,0.0,0.0
52,2013-03-19,7.05,7.12,6.9879999999999995,7.016,5492500,0.0,0.0
53,2013-03-20,7.0520000000000005,7.2139999999999995,7.032,7.19,7115000,0.0,0.0
54,2013-03-21,7.19,7.412000000000001,7.148,7.202000000000001,5731500,0.0,0.0
55,2013-03-22,7.24,7.36,7.24,7.324,2201000,0.0,0.0
56,2013-03-25,7.42,7.704,7.354,7.506,11894000,0.0,0.0
57,2013-03-26,7.596,7.644,7.532,7.572,9041000,0.0,0.0
58,2013-03-27,7.587999999999999,7.676,7.462000000000001,7.632000000000001,6481500,0.0,0.0
59,2013-03-28,7.646,7.648,7.55,7.577999999999999,5793500,0.0,0.0
60,2013-04-01,8.472000000000001,9.336,8.34,8.786,70492500,-0.008391666666666664,0.296
61,2013-04-02,8.72,9.1,8.702,8.868,33262000,0.006200000000000004,0.7053
62,2013-04-03,8.62,8.693999999999999,8.042,8.22,28218000,0.0,0.0
63,2013-04-04,8.222000000000001,8.45,8.162,8.402000000000001,11324000,0.0,0.0
64,2013-04-05,8.4,8.4,8.1,8.274,7762000,0.0,0.0
65,2013-04-08,8.394,8.51,8.302,8.366,8395000,0.0,0.0
66,2013-04-09,8.36,8.366,8.066,8.1,8480500,0.0,0.0
67,2013-04-10,8.14,8.402000000000001,8.122,8.372,10605500,0.11370399999999999,0.9739
68,2013-04-11,8.412,8.91,8.35,8.718,17237000,0.0,0.0
69,2013-04-12,8.65,9.027999999999999,8.61,8.75,15747000,0.0,0.0
70,2013-04-15,8.7,8.76,8.502,8.66,8407000,0.0,0.0
71,2013-04-16,8.838,9.228,8.782,9.118,15902000,0.0,0.0
72,2013-04-17,9.1,9.19,8.908,9.09,10592500,0.0,0.0
73,2013-04-18,9.196,9.52,9.078,9.394,16839500,0.0,0.0
74,2013-04-19,9.492,9.976,9.414,9.566,15058500,0.0,0.0
75,2013-04-22,9.72,10.04,9.55,10.038,19697000,0.0,0.0
76,2013-04-23,10.2,10.584000000000001,10.132,10.202,18669000,0.0,0.0
77,2013-04-24,10.18,10.21,9.796,10.086,13150000,0.0,0.0
78,2013-04-25,10.1,10.48,10.1,10.4,13979500,0.0,0.0
79,2013-04-26,10.626,10.748,10.124,10.24,18110500,0.0,0.0
80,2013-04-29,10.352,10.998,10.24,10.988,18198500,0.0,0.0
81,2013-04-30,11.2,11.636,10.752,10.798,27613000,0.0,0.0
82,2013-05-01,11.198,11.198,10.6,10.655999999999999,13714000,0.0,0.0
83,2013-05-02,10.77,11.054,10.74,10.822000000000001,15252000,0.0,0.0
84,2013-05-03,11.294,11.294,10.9,10.91,16893500,0.0,0.0
85,2013-05-06,11.277999999999999,11.932,11.1,11.9,21833500,0.0,0.0
86,2013-05-07,12.4,12.474,11.024000000000001,11.102,49955000,0.0,0.0
87,2013-05-08,11.5,11.64,11.142000000000001,11.158,33849500,0.0,0.0
88,2013-05-09,14.024000000000001,15.154000000000002,12.738,13.88,143025000,0.0,0.0
89,2013-05-10,13.93,16.200001,13.85,15.352,125413000,0.0,0.0
90,2013-05-13,16.198,17.6,15.83,17.559998999999998,112084500,0.0,0.0
91,2013-05-14,18.844,19.424,16.23,16.648001,185819500,0.0,0.0
92,2013-05-15,16.360001,17.375999,15.622,16.968,84393500,0.0,0.0
93,2013-05-16,18.940001,19.0,17.732,18.450001,108070000,0.0,0.0
94,2013-05-17,18.5,18.887999999999998,17.5,18.299999,95011000,0.0,0.0
95,2013-05-20,18.224001,18.5,17.726,17.988001,41742000,0.0,0.0
96,2013-05-21,17.700001,17.997999,17.055999999999997,17.518,44991000,0.0,0.0
97,2013-05-22,17.274,18.191999,17.1,17.448,42840000,0.0,0.0
98,2013-05-23,16.962,18.601999,16.610001,18.546,60111000,0.0,0.0
99,2013-05-24,18.52,19.59,18.4,19.416,80621000,0.0,0.0
100,2013-05-28,20.309999,22.15,20.059999,22.066,98459500,0.0,0.0
101,2013-05-29,22.709999,22.98,19.799999,20.926001,125497500,0.0,0.0
102,2013-05-30,20.492001,21.908001,20.24,20.99,80668500,0.29965555555555556,0.9575
103,2013-05-31,21.252001,21.288,19.546,19.552,75860000,0.0,0.0
104,2013-06-03,19.524,19.524,17.65,18.518,95698000,0.0,0.0
105,2013-06-04,18.549999,19.284000000000002,18.48,18.968,44280500,0.0,0.0
106,2013-06-05,18.732,19.594,17.822001,19.073999,61124000,0.0,0.0
107,2013-06-06,19.049999,19.854,19.021999,19.469999,47554500,0.0,0.0
108,2013-06-07,19.6,20.58,19.34,20.408001,53558000,0.0,0.0
109,2013-06-10,19.785999,20.504,19.714001,20.01,46143000,-0.036,-0.6956
110,2013-06-11,19.636,19.736,18.809999,18.893999,36970000,0.0,0.0
111,2013-06-12,19.360001,20.096001,19.15,19.546,45963500,0.0,0.0
112,2013-06-13,19.799999,19.856001000000006,19.024,19.636,29808000,0.0,0.0
113,2013-06-14,20.0,20.504,19.865999,20.059999,32823500,0.0,0.0
114,2013-06-17,20.719999,20.950001,20.24,20.440001,35331000,0.0,0.0
115,2013-06-18,20.35,20.796,19.84,20.677999,43976500,0.0,0.0
116,2013-06-19,20.412001,21.334,20.402,20.936001,42894500,0.0,0.0
117,2013-06-20,20.93,21.426001,19.889999,20.129999,50532500,0.0,0.0
118,2013-06-21,20.74,20.74,19.5,19.91,58593000,0.24356764705882347,0.9927
119,2013-06-24,19.299999,20.573999,19.059999,20.298,35599000,0.0,0.0
120,2013-06-25,20.620001,20.84,20.110001,20.48,29243500,0.0,0.0
121,2013-06-26,20.76,21.174,20.531999999999996,21.143999,33013000,0.0,0.0
122,2013-06-27,21.35,22.049999,21.226,21.85,43724500,0.0,0.0
123,2013-06-28,21.714001,21.888,21.341999,21.471999999999998,28743000,0.0,0.0
124,2013-07-01,21.872,23.554001,21.83,23.436001,54518000,0.0,0.0
125,2013-07-02,23.65,24.378,23.1,23.563999,60320500,0.0,0.0
126,2013-07-03,23.6,23.85,22.854,23.048000000000002,24033500,0.0,0.0
127,2013-07-05,23.664,24.055999999999997,23.139999,24.018,34093500,0.0,0.0
128,2013-07-08,24.274,24.436001,23.764,24.322001,39071000,0.0,0.0
129,2013-07-09,24.927999,25.063999,24.381999999999998,24.690001,43016500,0.08557333333333333,0.91
130,2013-07-10,24.638,24.65,24.158001,24.454,28000500,0.0,0.0
131,2013-07-11,24.976,25.218000000000004,24.469999,25.122,37418000,0.0,0.0
132,2013-07-12,25.1,25.988001,24.901999999999997,25.98,56720000,0.0,0.0
133,2013-07-15,26.606001000000006,26.651999999999997,25.364,25.451999999999998,49612000,0.0,0.0
134,2013-07-16,25.256001,25.264,21.459999,21.809999,161859500,0.1159377358490566,0.974
135,2013-07-17,21.304001,24.323999,20.9,24.049999,130145000,0.0,0.0
136,2013-07-18,24.194000000000003,24.546,23.236,23.805999999999997,56990500,0.07958867924528303,0.9361
137,2013-07-19,23.700001,24.110001,23.302,23.936001,29451500,0.0,0.0
138,2013-07-22,23.978001000000006,25.336,23.976,24.486,48989000,0.0,0.0
139,2013-07-23,24.799999,25.112,24.364,24.548000000000002,38682000,0.0,0.0
140,2013-07-24,24.893999,24.9,23.912001,24.34,34345000,0.0,0.0
141,2013-07-25,24.08,24.950001,24.038,24.813999,26421500,0.0,0.0
142,2013-07-26,25.628,26.136,25.322001,25.878,48165500,0.0,0.0
143,2013-07-29,25.864,27.073999,25.65,26.924,48394500,0.0,0.0
144,2013-07-30,26.959999,27.497999,25.636,26.348000000000003,65635000,0.0,0.0
145,2013-07-31,26.514,26.993999,26.290001,26.856001000000006,31758500,0.0,0.0
146,2013-08-01,27.0,27.304001,26.525999,27.110001,26618000,0.0,0.0
147,2013-08-02,26.917999,27.65,26.721999999999998,27.6,31349500,0.0,0.0
148,2013-08-05,28.002001,28.978001000000006,27.93,28.936001,51003500,0.0,0.0
149,2013-08-06,28.950001,29.146,28.219999,28.43,46272500,0.0,0.0
150,2013-08-07,28.378,28.389999,26.471999999999998,26.846001,91061000,0.0,0.0
151,2013-08-08,30.870001,31.775999,30.091999,30.695999,136234000,0.24151500000000006,0.9925
152,2013-08-09,30.48,31.190001,30.25,30.6,44638500,0.13689148936170212,0.999
153,2013-08-12,29.886,30.1,28.41,29.476,74561000,0.17381744566544566,0.9546
154,2013-08-13,29.9,29.968000000000004,28.889999,29.086,43744500,0.2020775,0.9988
155,2013-08-14,28.544001,28.968000000000004,27.610001,27.872,58469000,0.0,0.0
156,2013-08-15,27.285999,28.719999,27.0,27.934,50896000,0.0,0.0
157,2013-08-16,28.326,28.781999999999996,28.194000000000003,28.4,35540500,0.0,0.0
158,2013-08-19,28.686001,29.476,28.566,28.98,40188500,0.0,0.0
159,2013-08-20,29.73,29.955999,29.4,29.916,32091000,0.09413999999999999,0.926
160,2013-08-21,30.0,30.061999999999998,29.25,29.572001,31331500,0.0,0.0
161,2013-08-22,29.844,31.496,29.628,31.42,52962000,0.0,0.0
162,2013-08-23,31.4,32.459999,31.0,32.368,64659500,0.0,0.0
163,2013-08-26,33.029999,34.599998,32.049999,32.844002,120855500,0.0,0.0
164,2013-08-27,32.459999,33.759998,32.189999,33.402,87834500,0.0,0.0
165,2013-08-28,33.812,34.299999,32.650002,33.290001000000004,73700500,0.0,0.0
166,2013-08-29,32.844002,33.549999,32.501999,33.212002000000005,47180000,0.0,0.0
167,2013-08-30,33.273998,33.841999,32.792,33.799999,55142000,0.32827500000000004,0.959
168,2013-09-03,34.68,34.740002000000004,33.279999,33.787997999999995,60305500,0.0,0.0
169,2013-09-04,33.953999,34.324001,33.111999999999995,34.124001,57378500,0.0,0.0
170,2013-09-05,34.02,34.299999,33.650002,33.986,33426500,0.13593387096774195,0.9987
171,2013-09-06,33.714001,33.939999,33.029999,33.394001,43098500,0.0,0.0
172,2013-09-09,32.624001,32.900002,31.701999999999998,32.139999,71722500,0.0,0.0
173,2013-09-10,32.290001000000004,33.5,32.125999,33.273998,44839000,0.0,0.0
174,2013-09-11,33.282001,33.580002,32.425999,32.703999,29162500,0.0,0.0
175,2013-09-12,32.799999,33.352001,32.102001,32.986,30800000,0.0,0.0
176,2013-09-13,32.554001,33.273998,32.431999,33.108002,27006000,0.0,0.0
177,2013-09-16,33.599998,34.169998,33.169998,33.316002000000005,37874500,0.2701296296296296,0.9854
178,2013-09-17,33.015999,33.683997999999995,32.672001,33.245998,27484500,0.22347017543859649,0.9984
179,2013-09-18,33.414001,33.490002000000004,32.84,33.243999,27198500,0.0,0.0
180,2013-09-19,34.16,36.094002,33.816002000000005,35.584,77973000,0.2647285714285715,0.9938
181,2013-09-20,35.779999,37.166,35.71200200000001,36.678001,67008500,0.0,0.0
182,2013-09-23,36.896,37.096001,35.422001,36.222,40867000,0.0,0.0
183,2013-09-24,35.827999,36.992001,35.529999,36.466,31367000,0.0,0.0
184,2013-09-25,36.71200200000001,37.259998,36.099998,37.048,41263500,0.0,0.0
185,2013-09-26,37.34,37.936001,37.122002,37.728001,33072000,0.0,0.0
186,2013-09-27,37.504002,38.256001,37.285999,38.18,29582000,0.02138075772681955,0.07369999999999999
187,2013-09-30,37.799999,38.900002,37.599998,38.674,44623500,0.0,0.0
188,2013-10-01,38.792,38.846001,37.674,38.599998,38779500,0.0,0.0
189,2013-10-02,37.717999,38.366001,35.080002,36.189999,103877000,-0.12174878048780487,-0.9869
190,2013-10-03,35.009998,35.938,33.599998,34.661999,119082500,0.0,0.0
191,2013-10-04,35.279999,36.236,34.529999,36.195999,72070000,-0.01831304347826087,-0.6808
192,2013-10-07,36.492001,37.346001,36.051998,36.613998,57428000,0.0,0.0
193,2013-10-08,36.880001,37.186001,34.641998,34.945999,68786000,0.0,0.0
194,2013-10-09,34.945999,34.998001,32.299999,33.756001,76582500,0.0,0.0
195,2013-10-10,34.618,35.150002,33.938,34.585999,44419500,0.0,0.0
196,2013-10-11,34.549999,35.858002,34.240002000000004,35.74000200000001,41555500,0.0,0.0
197,2013-10-14,35.0,36.5,34.830002,35.944,38848000,0.0,0.0
198,2013-10-15,37.056,37.757999,36.63600200000001,36.787998,54892500,0.0,0.0
199,2013-10-16,36.98,37.459999,36.417999,36.71200200000001,41027000,0.0,0.0
200,2013-10-17,36.708,36.959999,36.198002,36.560001,33525000,0.0,0.0
201,2013-10-18,36.830002,37.192001,36.504002,36.68,29654000,0.0,0.0
202,2013-10-21,36.655998,36.678001,34.200001,34.52,57660500,0.0,0.0
203,2013-10-22,34.099998,35.556,33.222,34.307999,56933500,0.0,0.0
204,2013-10-23,33.782001,34.361999999999995,32.029999,32.900002,66602000,0.0,0.0
205,2013-10-24,33.0,34.900002,32.566002000000005,34.630001,54128500,0.0,0.0
206,2013-10-25,34.841999,34.900002,33.360001000000004,33.931999,37977500,0.34001000000000003,0.9813
207,2013-10-28,34.035999,34.099998,32.439999,32.571999,39208500,-0.12665882352941177,-0.9432
208,2013-10-29,32.551998,33.09,30.6,32.894001,70558500,0.0,0.0
209,2013-10-30,32.925999,33.535999,31.634001,31.844,42009000,0.0,0.0
210,2013-10-31,31.134001,32.487999,30.66,31.988001,46669000,0.0,0.0
211,2013-11-01,32.599998,33.18,32.082001,32.433997999999995,35903000,0.0,0.0
212,2013-11-04,33.0,35.077999,32.844002,35.040001000000004,65602000,0.0,0.0
213,2013-11-05,36.0,36.285999,34.271999,35.361999999999995,112335500,0.0,0.0
214,2013-11-06,30.962,32.146,29.27,30.232,155358500,0.1109754716981132,0.9934
215,2013-11-07,28.837999,29.129999,27.524,27.954,111423500,0.17718653846153848,0.9888
216,2013-11-08,27.296,28.120001,26.464001,27.59,112389500,0.17067222222222225,0.9963
217,2013-11-11,28.200001,29.084,27.42,28.940001,69988000,0.10259761904761902,0.9744
218,2013-11-12,28.938000000000002,28.940001,27.236,27.559999,74926000,0.0,0.0
219,2013-11-13,28.167999,28.474001,27.268,27.74,63291500,-0.1483103448275862,-0.99085
220,2013-11-14,27.784000000000002,28.08,26.822001,27.52,61018500,0.0,0.0
221,2013-11-15,27.370001,27.59,26.870001,27.09,49501000,0.0,0.0
222,2013-11-18,27.054001,27.09,23.922001,24.316,115691000,0.0,0.0
223,2013-11-19,23.886,25.799999,23.844,25.218000000000004,99081000,0.020709896326346622,0.24376666666666666
224,2013-11-20,25.215999999999998,25.49,23.811999999999998,24.221999999999998,69248000,-0.09013599999999998,-0.9823
225,2013-11-21,24.577999,24.958000000000002,24.049999,24.42,59519000,0.0,0.0
226,2013-11-22,24.316,24.549999,23.586,24.275999,55483500,0.0,0.0
227,2013-11-25,24.9,25.167999,24.059999,24.167999,51336500,0.0,0.0
228,2013-11-26,23.875999,24.544001,23.219999,24.1,69427500,0.0,0.0
229,2013-11-27,24.261999,25.389999,23.903999,25.388,61838000,0.0,0.0
230,2013-11-29,25.954,26.118000000000002,25.396,25.455999,48581000,0.0,0.0
231,2013-12-02,25.27,25.709999,24.785999,24.834,38756000,0.0,0.0
232,2013-12-03,26.535999,28.988001,26.318001,28.940001,128412000,0.0,0.0
233,2013-12-04,28.864,28.886,27.426001,27.790001,65738500,0.0,0.0
234,2013-12-05,28.030001,28.67,27.9,28.096001,46442000,0.0,0.0
235,2013-12-06,28.302,28.497999,27.26,27.471999999999998,39548000,0.0,0.0
236,2013-12-09,27.4,28.34,26.841999,28.32,45307500,0.0,0.0
237,2013-12-10,28.01,29.174,27.971999999999998,28.438000000000002,53741000,0.0,0.0
238,2013-12-11,28.375999,28.610001,27.898001,27.93,35689000,0.0,0.0
239,2013-12-12,27.940001,29.648001,27.705999,29.493999,53839000,0.0,0.0
240,2013-12-13,29.610001,30.360001,29.464001,29.530001,52959500,0.0,0.0
241,2013-12-16,29.695999,30.086,29.219999,29.587999,33376500,0.0,0.0
242,2013-12-17,29.516001,30.926001,29.264,30.492001,52475000,0.0,0.0
243,2013-12-18,30.448,30.98,29.190001,29.596001,57909500,0.0,0.0
244,2013-12-19,29.379999,29.4,27.82,28.143999,63700000,0.0,0.0
245,2013-12-20,28.316,28.870001,28.316,28.648001,37063000,0.0,0.0
246,2013-12-23,28.969999,29.247999,28.52,28.709999,26927500,0.0,0.0
247,2013-12-24,30.0,30.993999,29.964001,30.281999999999996,49707500,0.0,0.0
248,2013-12-26,31.007999,31.6,30.858,31.1,35647500,0.0,0.0
249,2013-12-27,31.059999,31.1,30.16,30.224001,27301000,0.0,0.0
250,2013-12-30,30.224001,30.962,30.15,30.488001,22337500,0.0,0.0
251,2013-12-31,30.464001,30.639999,29.732,30.086,21312000,0.0,0.0
252,2014-01-02,29.959999,30.496,29.309999,30.02,30942000,0.0,0.0
253,2014-01-03,30.0,30.438000000000002,29.719999,29.912001,23475000,0.0,0.0
254,2014-01-06,30.0,30.08,29.048000000000002,29.4,26805500,0.0,0.0
255,2014-01-07,29.524,30.08,29.049999,29.872,25170500,0.0,0.0
256,2014-01-08,29.77,30.74,29.752001,30.256001,30816000,0.0,0.0
257,2014-01-09,30.5,30.686001,29.370001,29.506001,26910000,0.0,0.0
258,2014-01-10,29.691999,29.780001,28.450001,29.143999,37230500,0.0,0.0
259,2014-01-13,29.156,29.4,27.563999,27.868000000000002,31580500,0.0,0.0
260,2014-01-14,28.1,32.400002,27.334,32.254002,138035000,0.028573913043478262,0.5736
261,2014-01-15,33.689999,34.445999,32.419998,32.826,102328000,0.0,0.0
262,2014-01-16,32.5,34.540001000000004,32.48,34.194,59797000,0.0,0.0
263,2014-01-17,34.037997999999995,34.639999,33.59,34.001999,46031000,0.0,0.0
264,2014-01-21,34.248001,35.458,34.161999,35.335999,48673500,0.0,0.0
265,2014-01-22,35.562,36.063999,34.952,35.71200200000001,35113000,0.0,0.0
266,2014-01-23,35.445999,36.476002,34.683997999999995,36.299999,39337000,0.058188888888888894,0.7532
267,2014-01-24,35.57,36.096001,34.706001,34.919998,38321500,0.0,0.0
268,2014-01-27,35.032001,35.584,32.942001,33.924,43582000,0.05754736842105264,0.852
269,2014-01-28,34.299999,35.79600100000001,34.200001,35.675999,30467000,0.23184444444444444,0.999
270,2014-01-29,35.060001,35.818001,34.625999,35.046001000000004,29677500,0.0,0.0
271,2014-01-30,35.599998,36.956001,35.402,36.568001,42825000,0.0,0.0
272,2014-01-31,35.77,37.200001,35.702,36.282001,32544000,0.0,0.0
273,2014-02-03,36.577999,36.976002,35.032001,35.422001,33824500,0.0,0.0
274,2014-02-04,36.139999,36.32,35.24000200000001,35.745998,23431500,0.0,0.0
275,2014-02-05,35.66,36.118,33.872002,34.883999,36340000,0.22796799999999998,0.9922
276,2014-02-06,35.259998,36.021999,35.200001,35.675999,29208000,0.0,0.0
277,2014-02-07,36.202,37.326,35.919998,37.306,44642500,0.0,0.0
278,2014-02-10,37.868,39.860001,37.863998,39.312,64853500,0.0,0.0
279,2014-02-11,39.793999,40.439999,38.540001,39.324001,53549500,0.0,0.0
280,2014-02-12,39.155998,39.653999,38.863998,39.063999,25868500,0.0,0.0
281,2014-02-13,38.667999,40.543999,38.650002,39.925999,40146500,0.0,0.0
282,2014-02-14,39.619999,40.375999,39.400002,39.646,30790000,-0.17822500000000002,-0.9392
283,2014-02-18,41.048,41.200001,40.271999,40.740002,46664000,0.23185714285714282,0.9833
284,2014-02-19,40.740002,40.740002,38.681999,38.728001,80845000,0.179844,0.9806
285,2014-02-20,43.001999,43.042,41.254002,41.993999,90011500,0.15202307692307693,0.9977
286,2014-02-21,42.327999,42.796001,41.838001,41.919998,39094000,0.17020000000000002,0.5106
287,2014-02-24,41.751999,43.672001,41.664001,43.529999,41392000,0.0,0.0
288,2014-02-25,46.0,51.84,45.689999,49.599998,163408500,0.10868571428571429,0.9265
289,2014-02-26,51.716,53.0,49.5,50.599998,123023000,0.2831166666666667,0.9888
290,2014-02-27,52.25,52.380001,49.666000000000004,50.507999,89729000,0.11946136363636363,0.9827
291,2014-02-28,49.93,50.535999,48.509998,48.96200200000001,72949000,0.16292427637721757,0.9932
292,2014-03-03,47.452,50.330002,46.998001,50.111999999999995,65446500,0.0,0.0
293,2014-03-04,51.695999,52.0,50.56600200000001,50.967999,43728000,0.0,0.0
294,2014-03-05,51.344002,51.397999,50.360001,50.532001,29678500,0.0,0.0
295,2014-03-06,50.827999,51.5,49.889999,50.588001,36805500,0.0,0.0
296,2014-03-07,50.588001,50.970001,48.882,49.242001,39061500,0.0,0.0
297,2014-03-10,48.540001,48.599998,47.21200200000001,47.768002,38640500,0.0,0.0
298,2014-03-11,47.299999,48.919998,46.486000000000004,46.882,44050500,0.08537619047619047,0.9422
299,2014-03-12,46.299999,49.5,46.222,48.298,48772000,0.0,0.0
300,2014-03-13,48.757999,48.838001,46.799999,47.557999,31181500,0.0,0.0
301,2014-03-14,47.057999,47.388000000000005,45.664001,46.193999999999996,41448500,0.0014499999999999962,0.1798
302,2014-03-17,46.990002,47.585999,46.099998,46.796001,29563000,0.0,0.0
303,2014-03-18,47.389999,48.299999,47.004002,48.007999,31211500,0.0,0.0
304,2014-03-19,48.278,48.310001,46.702,47.167999,25356500,0.4896333333333333,0.9889
305,2014-03-20,47.231998,47.849998,46.672001,46.981998,19089500,0.0,0.0
306,2014-03-21,47.203999,47.240002,45.5,45.778,41084500,0.0,0.0
307,2014-03-24,45.950001,45.98,42.054001,44.034,56644000,0.0,0.0
308,2014-03-25,44.827999,45.41,43.580002,44.088001,39327000,0.2125692307692308,0.9949
309,2014-03-26,44.389999,44.52,42.27,42.591999,34536500,0.0,0.0
310,2014-03-27,42.473999,42.720001,40.599998,41.464001,47478500,0.13730952380952383,0.9018
311,2014-03-28,42.560001,43.344002,42.054001,42.473999,48424000,0.0,0.0
312,2014-03-31,43.299999,43.349998,41.278,41.689999,41900000,0.0,0.0
313,2014-04-01,41.804001,43.632,41.716,43.394001,36857000,0.0,0.0
314,2014-04-02,44.0,46.178001,43.610001,46.057999,53911500,0.0,0.0
315,2014-04-03,46.060001,47.146,44.400002,45.080002,54618500,0.0,0.0
316,2014-04-04,45.202,45.653999,42.25,42.445999,56728000,0.0,0.0
317,2014-04-07,41.161999,43.240002,40.702,41.504002,49277500,-0.03290854700854701,-0.9651
318,2014-04-08,42.009998,43.298,41.284,43.091999,34446500,0.0,0.0
319,2014-04-09,43.352001,43.689999,42.178001,43.38600200000001,25789500,0.0,0.0
320,2014-04-10,43.363998,43.5,40.757999,40.838001,36057500,0.14348620689655173,0.9947
321,2014-04-11,40.122002,41.400002,39.720001,40.756001,45336000,0.0,0.0
322,2014-04-14,41.52,41.688,38.882,39.618,38515000,0.0,0.0
323,2014-04-15,39.818001,39.858002,36.863998,38.782001,68296500,0.0,0.0
324,2014-04-16,39.400002,39.998001,38.164001,39.821999,36011000,0.0,0.0
325,2014-04-17,39.922001,40.458,38.81600200000001,39.624001,29634000,0.0,0.0
326,2014-04-21,39.416,41.240002,38.799999,40.875999,26291000,0.14134042553191487,0.9874
327,2014-04-22,41.271999,43.866001,41.001999,43.728001,49023500,0.0,0.0
328,2014-04-23,43.265999,43.348,41.400002,41.598,36478000,0.0,0.0
329,2014-04-24,42.161999,42.560001,40.639999,41.571999,27476000,0.0,0.0
330,2014-04-25,40.400002,41.34,39.529999,39.970001,34983500,0.0,0.0
331,2014-04-28,40.0,40.757999,38.099998,39.702,35210000,0.0,0.0
332,2014-04-29,39.641998,41.43,39.105999,41.383999,28895500,0.0,0.0
333,2014-04-30,40.720001,41.632,40.256001,41.577999,22203000,0.0,0.0
